ObjId,ra,dec,rowc_r,colc_r,b,l,petroRad_r,petroR50_r,deVAB_r,run,camcol,rerun,field,petroMag_r,seeing_r,Column1,Column2,Column3,Column4,fieldID,z,areasRatio
587739827675922452,240.57095,15.974659,109.5254,306.764,44.5239704265748,28.9079064229715,23.22113,10.09643,0.6606253,4674,3,40,249,13.44194,1.428584,109.5254,306.764,44.5239704265748,28.9079064229715,587739827675922432,0.0353841,199.79501491587
